/* DATA DESCRIPTION:
THIS IS PRELIMINARY RAW DATA! DO NOT USE IN PUBLICATIONS!
FOR PUBLICATIONS VISIT WWW.PANGAEA.DE TO FIND THE VALIDATED DATASET!
Institution: Alfred Wegener Institut, Helmholtz Center for Polar and Marine Research
Station name: DBLK
WMO ID: 00067
PI: Holger Schmithüsen [holger.schmithuesen@awi.de]
Operator: Juliane Hempelt
Cruise: PS113


Coverage:	LATITUDE: -48.73907 * LONGITUDE: -62.15592
	DATE/TIME START: 2018-05-10T11:22:58 * DATE/TIME END: 2018-05-10T13:03:33
	MINIMUM ALTITUDE: 10m * MAXIMUM ALTITUDE: 30081m
*/
Altitude [m]	PPPP [hPa]	TTT [°C]	RH [%]	dd [deg]	ff [m/s]
7179	402.89	-26.33	69.5	277	22.4
7183	402.67	-26.37	69.7	277	22.4
7187	402.45	-26.41	69.9	277	22.4
7191	402.23	-26.45	70.0	277	22.4
7195	402.01	-26.48	70.2	277	22.4
7199	401.79	-26.52	70.4	277	22.3
7203	401.58	-26.56	70.7	277	22.3
7207	401.35	-26.60	70.9	277	22.3
7211	401.10	-26.64	71.2	277	22.3
7216	400.85	-26.68	71.4	277	22.3
7220	400.60	-26.72	71.6	277	22.3
7225	400.37	-26.76	71.8	277	22.3
7228	400.15	-26.79	71.9	277	22.3
7232	399.94	-26.83	72.0	277	22.3
7236	399.72	-26.86	72.1	277	22.3
7240	399.50	-26.90	72.2	277	22.3
7244	399.28	-26.93	72.4	277	22.3
7248	399.06	-26.98	72.6	277	22.3
7252	398.83	-27.02	72.9	277	22.3
7257	398.59	-27.06	73.1	277	22.3
7261	398.34	-27.10	73.4	277	22.3
7266	398.09	-27.13	73.6	278	22.4
7270	397.83	-27.17	73.7	278	22.4
7275	397.57	-27.22	73.8	278	22.4
7279	397.34	-27.26	73.9	278	22.4
7283	397.13	-27.29	74.0	278	22.4
7287	396.92	-27.33	74.1	278	22.4
7291	396.69	-27.37	74.3	278	22.4
7295	396.45	-27.41	74.5	278	22.5
7300	396.19	-27.45	74.7	278	22.5
7305	395.94	-27.49	75.0	278	22.5
7309	395.69	-27.53	75.2	278	22.5
7314	395.44	-27.57	75.5	278	22.5
7318	395.19	-27.61	75.7	278	22.5
7323	394.94	-27.66	75.9	278	22.6
7327	394.70	-27.69	76.1	278	22.6
7331	394.48	-27.73	76.2	278	22.6
7335	394.25	-27.77	76.4	278	22.6
7340	394.01	-27.81	76.5	278	22.6
7345	393.75	-27.86	76.6	278	22.6
7349	393.48	-27.90	76.7	278	22.7
7354	393.23	-27.94	76.8	278	22.7
7358	393.00	-27.98	76.9	278	22.7
7363	392.77	-28.02	77.0	279	22.7
7367	392.51	-28.06	77.1	279	22.7
7372	392.25	-28.10	77.1	279	22.7
7376	392.02	-28.14	77.1	279	22.7
7380	391.79	-28.18	77.2	279	22.7
7385	391.55	-28.22	77.2	279	22.7
7389	391.30	-28.26	77.4	279	22.7
7394	391.04	-28.31	77.5	279	22.7
7399	390.77	-28.35	77.7	279	22.7
7404	390.51	-28.40	77.9	279	22.7
7408	390.27	-28.44	78.1	279	22.7
7413	390.04	-28.48	78.3	279	22.7
7417	389.79	-28.51	78.5	279	22.7
7422	389.55	-28.55	78.6	279	22.7
7426	389.31	-28.59	78.8	279	22.7
7430	389.09	-28.62	79.0	279	22.7
7434	388.86	-28.65	79.1	279	22.7
7438	388.63	-28.69	79.3	279	22.7
7442	388.41	-28.72	79.4	279	22.7
7446	388.21	-28.75	79.5	279	22.6
7450	388.00	-28.78	79.5	279	22.6
7454	387.78	-28.81	79.6	279	22.6
7458	387.56	-28.84	79.6	279	22.6
7462	387.36	-28.87	79.6	279	22.6
7466	387.15	-28.91	79.6	279	22.6
7470	386.92	-28.95	79.6	279	22.6
7474	386.68	-28.98	79.5	279	22.6
7479	386.44	-29.01	79.4	279	22.5
7483	386.22	-29.04	79.4	279	22.5
7487	386.00	-29.07	79.6	279	22.5
7491	385.79	-29.10	79.9	279	22.5
7495	385.57	-29.14	80.3	279	22.5
7499	385.36	-29.17	80.6	279	22.5
7503	385.14	-29.21	80.9	279	22.5
7507	384.93	-29.24	81.1	279	22.5
7511	384.72	-29.28	81.4	279	22.4
7515	384.51	-29.32	81.6	279	22.4
7518	384.31	-29.36	81.8	279	22.4
7522	384.09	-29.40	82.1	279	22.4
7527	383.87	-29.43	82.2	279	22.4
7531	383.64	-29.47	82.3	279	22.4
7535	383.41	-29.51	82.3	279	22.4
7539	383.18	-29.55	82.1	279	22.4
7544	382.95	-29.58	82.1	279	22.4
7548	382.72	-29.62	82.3	279	22.4
7552	382.51	-29.66	82.6	279	22.4
7556	382.30	-29.70	83.0	278	22.3
7560	382.08	-29.74	83.3	278	22.3
7564	381.86	-29.78	83.7	278	22.3
7568	381.64	-29.82	83.9	278	22.3
7572	381.44	-29.86	84.1	278	22.3
7576	381.23	-29.89	84.4	278	22.3
7580	381.01	-29.93	84.5	278	22.3
7584	380.78	-29.97	84.7	278	22.3
7589	380.55	-30.01	84.9	278	22.3
7593	380.31	-30.05	85.0	278	22.3
7597	380.07	-30.09	85.2	278	22.2
7602	379.83	-30.13	85.4	278	22.2
7606	379.59	-30.17	85.7	278	22.2
7611	379.35	-30.21	86.0	278	22.2
7615	379.13	-30.25	86.3	278	22.2
7619	378.90	-30.28	86.6	278	22.3
7623	378.69	-30.32	87.0	278	22.3
7627	378.47	-30.35	87.3	278	22.3
7631	378.26	-30.39	87.6	278	22.3
7635	378.05	-30.42	87.8	278	22.3
7639	377.83	-30.46	88.1	278	22.3
7644	377.60	-30.50	88.3	277	22.4
7648	377.37	-30.54	88.6	277	22.4
7652	377.16	-30.58	88.8	277	22.4
7656	376.94	-30.61	89.1	277	22.4
7660	376.71	-30.65	89.3	277	22.5
7665	376.48	-30.69	89.6	277	22.5
7669	376.24	-30.73	89.9	277	22.5
7674	376.01	-30.77	90.1	277	22.6
7678	375.77	-30.82	90.4	277	22.6
7683	375.52	-30.86	90.7	276	22.6
7687	375.29	-30.90	91.0	276	22.7
7692	375.07	-30.94	91.2	276	22.7
7696	374.85	-30.98	91.4	276	22.7
7700	374.62	-31.02	91.6	276	22.7
7704	374.40	-31.06	91.6	276	22.7
7708	374.18	-31.10	91.4	275	22.8
7712	373.97	-31.13	91.0	275	22.8
7717	373.75	-31.16	90.4	275	22.8
7721	373.52	-31.19	89.7	275	22.8
7725	373.29	-31.22	89.2	274	22.8
7730	373.05	-31.25	88.8	274	22.8
7734	372.81	-31.28	88.6	274	22.8
7739	372.55	-31.32	88.4	274	22.8
7745	372.26	-31.35	88.3	273	22.8
7751	371.94	-31.40	88.3	273	22.8
7757	371.62	-31.46	88.5	273	22.8
7763	371.30	-31.51	88.9	273	22.8
7769	371.01	-31.56	89.3	273	22.8
7774	370.73	-31.61	89.7	272	22.8
7780	370.43	-31.66	90.0	272	22.8
7786	370.12	-31.71	90.4	272	22.8
7792	369.81	-31.76	90.7	272	22.8
7798	369.49	-31.81	90.7	272	22.8
7804	369.17	-31.85	90.6	271	22.8
7810	368.87	-31.89	90.3	271	22.8
7815	368.59	-31.92	90.1	271	22.8
7820	368.34	-31.96	90.0	271	22.8
7824	368.11	-32.00	90.2	271	22.8
7828	367.90	-32.05	90.5	271	22.9
7832	367.71	-32.08	90.8	271	22.9
7835	367.53	-32.11	91.1	271	22.9
7839	367.34	-32.13	91.4	271	23.0
7843	367.13	-32.16	91.5	271	23.0
7847	366.94	-32.19	91.7	271	23.0
7850	366.74	-32.23	91.8	271	23.1
7854	366.54	-32.26	91.9	271	23.1
7858	366.34	-32.28	91.9	271	23.2
7862	366.12	-32.31	91.8	271	23.2
7867	365.88	-32.34	91.6	271	23.3
7872	365.64	-32.37	91.4	271	23.3
7876	365.41	-32.41	91.3	271	23.4
7880	365.18	-32.44	91.3	271	23.4
7885	364.97	-32.47	91.3	271	23.5
7889	364.75	-32.50	91.4	271	23.5
7893	364.53	-32.54	91.6	271	23.6
7897	364.30	-32.58	91.8	271	23.6
7902	364.08	-32.62	91.9	271	23.7
7906	363.85	-32.66	92.0	271	23.7
7911	363.62	-32.69	92.0	271	23.8
7915	363.41	-32.73	92.0	271	23.8
7919	363.20	-32.76	92.2	271	23.8
7923	362.99	-32.80	92.4	271	23.9
7927	362.78	-32.83	92.5	271	23.9
7931	362.57	-32.86	92.6	271	23.9
7935	362.35	-32.89	92.6	271	24.0
7939	362.14	-32.93	92.7	271	24.0
7944	361.92	-32.96	92.7	271	24.0
7948	361.70	-32.99	92.6	271	24.0
7952	361.47	-33.02	92.3	271	24.0
7957	361.24	-33.05	91.8	271	24.0
7961	361.01	-33.07	91.4	271	24.1
7966	360.78	-33.09	91.0	271	24.1
7970	360.57	-33.12	90.8	271	24.1
7974	360.36	-33.15	90.6	271	24.1
7978	360.14	-33.17	90.4	271	24.1
7983	359.92	-33.20	90.4	271	24.1
7987	359.70	-33.23	90.5	271	24.1
7991	359.49	-33.26	90.6	271	24.1
7995	359.27	-33.30	90.8	271	24.0
7999	359.05	-33.34	90.9	271	24.0
8004	358.82	-33.37	91.1	271	24.0
8008	358.60	-33.41	91.1	271	24.0
8013	358.38	-33.45	91.2	271	24.0
8017	358.18	-33.48	91.2	271	24.0
8020	357.98	-33.52	91.1	271	24.0
8024	357.78	-33.55	91.0	271	24.0
8029	357.56	-33.58	90.9	271	24.0
8033	357.33	-33.62	90.8	271	24.0
8038	357.09	-33.66	90.8	271	24.0
8043	356.85	-33.70	91.0	271	24.0
8047	356.63	-33.74	91.2	270	24.0
8051	356.41	-33.78	91.4	270	24.0
8055	356.20	-33.82	91.6	270	24.0
8059	356.01	-33.85	91.7	270	24.0
8063	355.81	-33.89	91.7	270	24.0
8067	355.61	-33.92	91.7	270	24.0
8071	355.41	-33.94	91.7	270	24.0
8075	355.21	-33.97	91.6	270	24.0
8079	355.01	-34.00	91.4	270	24.0
8083	354.81	-34.02	91.0	270	24.0
8087	354.61	-34.05	90.6	270	24.0
8091	354.40	-34.08	90.1	270	24.0
8095	354.20	-34.11	89.7	270	24.0
8099	353.99	-34.14	89.5	270	24.0
8103	353.79	-34.18	89.5	270	24.0
8107	353.59	-34.22	89.7	270	24.0
8111	353.40	-34.25	89.9	270	24.0
8115	353.20	-34.29	90.2	270	24.0
8119	353.00	-34.33	90.3	270	24.0
8123	352.80	-34.36	90.3	270	24.0
8126	352.61	-34.40	90.0	270	24.0
8130	352.42	-34.43	89.7	270	24.0
8134	352.20	-34.47	89.1	270	24.0
8139	351.98	-34.50	88.5	270	24.0
8143	351.77	-34.54	87.8	270	24.0
8147	351.57	-34.57	87.5	270	24.0
8151	351.37	-34.61	87.4	270	24.0
8155	351.16	-34.65	87.6	270	24.0
8160	350.94	-34.68	87.8	269	24.0
8164	350.71	-34.72	87.9	269	24.0
8169	350.49	-34.76	87.9	269	24.0
8173	350.26	-34.80	87.8	269	24.0
8178	350.02	-34.84	87.5	269	24.0
8183	349.77	-34.89	87.1	269	24.0
8188	349.52	-34.93	86.5	269	24.0
8193	349.27	-34.97	85.8	269	24.0
8198	349.02	-35.01	84.9	269	24.0
8203	348.74	-35.06	83.7	269	24.0
8209	348.47	-35.11	82.2	269	24.1
8214	348.21	-35.15	80.9	269	24.1
8219	347.95	-35.18	79.8	269	24.1
8225	347.68	-35.21	79.1	269	24.1
8230	347.40	-35.25	78.7	269	24.1
8236	347.12	-35.28	78.6	269	24.1
8241	346.87	-35.32	78.8	269	24.1
8246	346.63	-35.36	79.2	269	24.2
8250	346.41	-35.40	79.7	269	24.2
8255	346.17	-35.43	80.2	269	24.2
8260	345.91	-35.47	80.8	269	24.2
8266	345.64	-35.52	81.2	269	24.2
8271	345.38	-35.58	81.6	269	24.3
8275	345.16	-35.62	81.7	269	24.3
8279	344.95	-35.66	81.7	269	24.3
8284	344.74	-35.70	81.4	269	24.3
8288	344.53	-35.74	80.7	269	24.3
8292	344.32	-35.77	79.7	269	24.3
8296	344.12	-35.79	78.6	269	24.3
8300	343.91	-35.81	77.4	269	24.3
8305	343.69	-35.83	76.6	269	24.3
8309	343.48	-35.86	76.1	268	24.4
8313	343.27	-35.90	76.0	268	24.4
8318	343.05	-35.93	75.9	268	24.4
8323	342.82	-35.97	75.6	268	24.4
8328	342.56	-36.01	74.8	268	24.4
8333	342.29	-36.04	73.4	268	24.4
8339	342.01	-36.06	71.5	268	24.4
8344	341.76	-36.08	69.6	268	24.4
8349	341.54	-36.08	68.1	268	24.4
8353	341.34	-36.09	67.1	267	24.4
8357	341.13	-36.11	66.7	267	24.4
8361	340.91	-36.14	66.8	267	24.4
8366	340.68	-36.17	67.3	267	24.4
8371	340.45	-36.21	67.8	267	24.4
8376	340.21	-36.25	68.2	267	24.4
8381	339.93	-36.30	68.3	267	24.4
8388	339.61	-36.36	68.0	267	24.4
8395	339.27	-36.43	67.7	267	24.4
8401	338.96	-36.49	67.7	267	24.4
8407	338.66	-36.54	68.0	267	24.4
8414	338.35	-36.58	68.4	267	24.4
8420	338.03	-36.63	68.7	267	24.4
8427	337.71	-36.70	68.8	267	24.5
8433	337.41	-36.76	68.7	266	24.5
8439	337.12	-36.82	68.3	266	24.5
8445	336.81	-36.88	67.7	266	24.5
8452	336.49	-36.95	67.1	266	24.6
8458	336.18	-37.04	66.6	266	24.6
8465	335.86	-37.11	66.4	266	24.6
8471	335.55	-37.17	66.5	266	24.7
8477	335.24	-37.22	66.9	266	24.7
8484	334.92	-37.29	67.3	265	24.7
8490	334.62	-37.36	67.7	265	24.8
8496	334.34	-37.42	67.9	265	24.8
8501	334.08	-37.46	67.8	265	24.9
8506	333.86	-37.50	67.5	265	24.9
8510	333.67	-37.51	67.1	265	24.9
8514	333.48	-37.53	66.9	264	25.0
8518	333.29	-37.56	67.0	264	25.0
8522	333.09	-37.62	67.3	264	25.0
8526	332.88	-37.68	67.7	264	25.0
8530	332.68	-37.73	68.0	264	25.1
8535	332.47	-37.76	68.1	264	25.1
8540	332.23	-37.79	68.1	264	25.1
8546	331.94	-37.83	68.1	263	25.1
8552	331.63	-37.88	68.1	263	25.1
8558	331.35	-37.93	68.2	263	25.1
8563	331.10	-37.97	68.3	263	25.1
8568	330.85	-38.00	68.1	263	25.1
8573	330.61	-38.06	67.6	263	25.1
8578	330.36	-38.12	66.6	263	25.1
8583	330.14	-38.18	65.5	263	25.1
8588	329.92	-38.24	64.5	263	25.1
8593	329.68	-38.31	63.6	263	25.2
8598	329.41	-38.38	63.3	263	25.2
8604	329.12	-38.44	63.5	263	25.2
8610	328.86	-38.51	64.0	263	25.2
8615	328.63	-38.56	64.6	263	25.3
8619	328.40	-38.60	65.2	263	25.3
8625	328.13	-38.63	65.7	263	25.3
8632	327.80	-38.68	66.0	263	25.4
8639	327.46	-38.76	66.0	263	25.4
8645	327.16	-38.85	65.9	263	25.5
8650	326.93	-38.90	65.7	263	25.5
8654	326.75	-38.92	65.7	263	25.6
8658	326.57	-38.92	65.8	263	25.6
8662	326.37	-38.93	65.8	263	25.6
8668	326.10	-38.97	65.8	263	25.7
8674	325.79	-39.05	65.7	264	25.7
8680	325.49	-39.12	65.7	264	25.7
8686	325.24	-39.18	65.8	264	25.8
8690	325.02	-39.22	66.0	264	25.8
8694	324.83	-39.25	66.2	264	25.8
8698	324.66	-39.27	66.3	265	25.8
8701	324.50	-39.30	66.4	265	25.8
8705	324.30	-39.35	66.6	265	25.8
8711	324.05	-39.41	67.2	265	25.8
8717	323.78	-39.49	68.6	266	25.8
8722	323.53	-39.55	70.9	266	25.7
8726	323.33	-39.58	74.3	266	25.7
8729	323.17	-39.58	78.7	266	25.7
8733	323.00	-39.58	84.0	267	25.6
8737	322.81	-39.56	89.5	267	25.6
8741	322.61	-39.55	93.6	267	25.6
8745	322.44	-39.55	95.3	267	25.5
8748	322.28	-39.56	95.2	267	25.5
8752	322.10	-39.58	94.0	268	25.4
8756	321.92	-39.61	92.4	268	25.4
8760	321.72	-39.65	90.8	268	25.4
8764	321.52	-39.69	89.2	268	25.4
8768	321.34	-39.72	87.5	268	25.3
8772	321.15	-39.74	85.9	268	25.3
8776	320.95	-39.76	84.5	268	25.3
8781	320.76	-39.79	83.6	268	25.3
8785	320.57	-39.82	82.9	268	25.3
8789	320.39	-39.85	82.4	268	25.3
8793	320.20	-39.89	81.7	268	25.3
8796	320.01	-39.92	80.8	268	25.3
8800	319.84	-39.95	80.0	269	25.4
8804	319.67	-39.97	79.5	269	25.4
8807	319.50	-40.00	79.4	269	25.4
8811	319.32	-40.03	79.7	269	25.4
8815	319.13	-40.07	80.2	269	25.4
8819	318.95	-40.10	80.7	269	25.5
8823	318.77	-40.13	81.0	269	25.5
8827	318.57	-40.17	81.4	269	25.5
8832	318.38	-40.21	81.7	269	25.5
8836	318.18	-40.24	82.1	269	25.5
8840	317.99	-40.28	82.6	269	25.5
8843	317.82	-40.31	83.0	269	25.6
8847	317.64	-40.34	83.4	269	25.6
8851	317.46	-40.38	83.8	269	25.6
8855	317.27	-40.42	84.2	269	25.6
8860	317.06	-40.46	84.5	269	25.6
8864	316.86	-40.50	84.5	269	25.6
8868	316.67	-40.53	84.3	269	25.6
8872	316.48	-40.57	83.6	269	25.6
8877	316.28	-40.61	82.3	269	25.6
8881	316.08	-40.64	80.5	269	25.6
8885	315.89	-40.66	78.4	270	25.6
8889	315.69	-40.68	76.0	270	25.6
8894	315.49	-40.70	73.7	270	25.6
8898	315.30	-40.72	71.6	270	25.6
8902	315.12	-40.75	69.6	270	25.5
8905	314.94	-40.78	67.7	270	25.5
8909	314.76	-40.80	65.8	270	25.5
8913	314.57	-40.83	64.1	270	25.5
8918	314.36	-40.87	62.8	270	25.5
8923	314.14	-40.91	62.2	270	25.5
8927	313.93	-40.95	62.3	270	25.4
8932	313.72	-40.98	62.7	270	25.4
8936	313.53	-41.02	63.3	270	25.4
8940	313.34	-41.05	63.8	270	25.4
8944	313.15	-41.09	64.3	270	25.3
8949	312.94	-41.14	64.6	270	25.3
8953	312.74	-41.18	64.9	271	25.3
8957	312.54	-41.22	65.1	271	25.3
8961	312.35	-41.26	65.3	271	25.3
8966	312.16	-41.31	65.4	271	25.2
8970	311.95	-41.36	65.5	271	25.2
8975	311.73	-41.40	65.5	271	25.2
8980	311.52	-41.45	65.4	271	25.2
8984	311.33	-41.50	65.3	271	25.2
8988	311.13	-41.55	65.2	271	25.2
8992	310.94	-41.61	65.1	271	25.2
8997	310.74	-41.66	65.1	271	25.2
9001	310.54	-41.71	65.2	271	25.2
9005	310.33	-41.76	65.2	271	25.2
9010	310.13	-41.80	65.3	271	25.2
9014	309.93	-41.85	65.4	271	25.2
9018	309.75	-41.88	65.5	271	25.2
9022	309.56	-41.91	65.5	271	25.2
9027	309.37	-41.95	65.5	271	25.2
9031	309.15	-41.99	65.2	271	25.2
9036	308.94	-42.02	64.9	271	25.2
9040	308.74	-42.04	64.9	271	25.2
9044	308.55	-42.05	65.0	270	25.2
9049	308.36	-42.06	65.2	270	25.2
9053	308.16	-42.08	65.4	270	25.2
9058	307.95	-42.11	65.6	270	25.2
9062	307.76	-42.14	66.3	270	25.2
9066	307.57	-42.16	67.5	270	25.2
9070	307.38	-42.18	69.1	270	25.2
9074	307.19	-42.20	71.0	270	25.2
9079	306.99	-42.23	72.7	269	25.2
9083	306.79	-42.27	73.7	269	25.1
9087	306.60	-42.31	73.9	269	25.1
9092	306.41	-42.35	73.9	269	25.1
9096	306.22	-42.38	74.2	269	25.1
9100	306.02	-42.41	75.1	269	25.1
9105	305.79	-42.44	75.9	269	25.1
9110	305.56	-42.48	75.5	268	25.1
9115	305.34	-42.51	73.8	268	25.1
9120	305.14	-42.52	71.1	268	25.1
9124	304.96	-42.54	67.8	268	25.1
9128	304.78	-42.55	64.1	268	25.1
9131	304.60	-42.57	60.8	268	25.1
9136	304.42	-42.60	58.7	268	25.2
9140	304.24	-42.63	57.5	267	25.2
9144	304.06	-42.66	57.1	267	25.2
9148	303.88	-42.69	56.8	267	25.2
9152	303.69	-42.72	56.6	267	25.2
9156	303.51	-42.76	56.6	267	25.3
9160	303.33	-42.79	56.8	267	25.3
9164	303.16	-42.83	57.0	267	25.3
9167	302.99	-42.86	57.4	267	25.3
9171	302.80	-42.90	57.8	267	25.3
9176	302.61	-42.94	58.2	267	25.4
9180	302.41	-42.99	58.6	267	25.4
9185	302.21	-43.03	58.9	267	25.4
9189	302.01	-43.07	59.1	266	25.4
9194	301.81	-43.11	59.3	266	25.4
9198	301.62	-43.15	59.5	266	25.4
9202	301.45	-43.18	59.7	266	25.5
9206	301.27	-43.22	59.8	266	25.5
9210	301.09	-43.25	59.9	266	25.5
9214	300.90	-43.29	60.0	266	25.5
9218	300.72	-43.33	60.0	266	25.5
9222	300.54	-43.37	60.0	266	25.5
9226	300.36	-43.40	59.9	266	25.5
9230	300.17	-43.44	59.8	266	25.5
9234	299.99	-43.47	59.8	266	25.5
9239	299.80	-43.51	59.7	266	25.4
9243	299.61	-43.55	59.6	266	25.4
9247	299.44	-43.58	59.5	266	25.4
9251	299.26	-43.62	59.3	266	25.4
9255	299.06	-43.66	59.1	266	25.4
9260	298.86	-43.69	58.8	266	25.4
9264	298.67	-43.73	58.5	266	25.4
9268	298.50	-43.75	58.1	265	25.4
9272	298.33	-43.77	57.7	265	25.4
9276	298.15	-43.80	57.3	265	25.5
9279	297.98	-43.83	57.1	265	25.5
9283	297.81	-43.86	57.0	265	25.5
9287	297.63	-43.90	57.0	265	25.5
9292	297.43	-43.94	57.0	265	25.5
9296	297.24	-43.98	57.1	265	25.5
9300	297.05	-44.02	57.3	265	25.5
9305	296.86	-44.05	57.5	265	25.6
9309	296.67	-44.09	57.6	265	25.6
9313	296.49	-44.13	57.9	264	25.6
9317	296.30	-44.16	58.1	264	25.6
9322	296.10	-44.20	58.4	264	25.7
9326	295.91	-44.24	58.7	264	25.7
9330	295.73	-44.27	59.0	264	25.7
9334	295.56	-44.31	59.2	264	25.7
9338	295.38	-44.35	59.4	264	25.7
9343	295.19	-44.39	59.6	264	25.8
9347	295.00	-44.42	59.8	264	25.8
9351	294.82	-44.46	60.0	264	25.8
9355	294.63	-44.50	60.1	264	25.8
9359	294.45	-44.54	60.3	264	25.8
9364	294.27	-44.58	60.4	264	25.9
9367	294.09	-44.62	60.5	264	25.9
9372	293.91	-44.66	60.6	264	25.9
9376	293.72	-44.70	60.6	264	25.9
9380	293.54	-44.73	60.6	264	25.9
9384	293.36	-44.77	60.5	264	25.9
9388	293.18	-44.80	60.3	264	26.0
9392	293.00	-44.84	60.1	264	26.0
9397	292.81	-44.89	59.8	264	26.0
9401	292.62	-44.93	59.4	264	26.0
9405	292.43	-44.96	58.9	264	26.0
9410	292.24	-45.00	58.4	264	26.0
9414	292.04	-45.04	57.7	264	26.1
9419	291.85	-45.08	57.0	264	26.1
9423	291.67	-45.12	56.2	264	26.1
9427	291.50	-45.15	55.4	264	26.1
9431	291.32	-45.19	54.7	264	26.1
9435	291.15	-45.22	54.3	264	26.2
9439	290.98	-45.26	53.9	264	26.2
9443	290.80	-45.29	53.5	264	26.2
9447	290.62	-45.32	53.3	264	26.2
9451	290.46	-45.35	53.3	264	26.3
9454	290.29	-45.39	53.5	264	26.3
9458	290.11	-45.43	53.9	264	26.3
9463	289.92	-45.47	54.4	264	26.3
9467	289.73	-45.50	54.9	264	26.3
9472	289.54	-45.54	55.3	264	26.3
9476	289.36	-45.57	55.8	264	26.4
9480	289.18	-45.60	56.1	264	26.4
9484	289.02	-45.63	56.3	264	26.4
9487	288.86	-45.66	56.5	264	26.4
9491	288.70	-45.70	56.5	264	26.4
9495	288.53	-45.73	56.4	264	26.4
9499	288.36	-45.77	56.2	264	26.5
9503	288.18	-45.80	55.9	264	26.5
9507	287.98	-45.83	55.6	264	26.5
9512	287.79	-45.86	55.3	264	26.5
9516	287.60	-45.90	55.1	264	26.6
9521	287.42	-45.94	54.9	264	26.6
9525	287.24	-45.97	55.0	264	26.6
9529	287.07	-46.00	55.1	264	26.6
9533	286.89	-46.03	55.3	264	26.7
9537	286.71	-46.06	55.5	264	26.7
9541	286.52	-46.08	55.7	264	26.7
9546	286.33	-46.10	55.7	264	26.8
9550	286.13	-46.13	55.5	264	26.8
9555	285.94	-46.16	55.0	265	26.9
9559	285.76	-46.19	54.5	265	26.9
9563	285.59	-46.22	53.9	265	27.0
9567	285.43	-46.26	53.4	265	27.0
9571	285.25	-46.29	52.9	265	27.1
9575	285.06	-46.33	52.4	265	27.1
9580	284.87	-46.36	51.9	265	27.2
9584	284.69	-46.40	51.5	265	27.2
9588	284.52	-46.44	51.1	265	27.3
9592	284.35	-46.47	50.7	265	27.3
9596	284.18	-46.51	50.3	265	27.4
9600	284.00	-46.53	49.9	265	27.5
9604	283.81	-46.56	49.4	265	27.5
9609	283.64	-46.58	48.9	265	27.6
9613	283.46	-46.60	48.4	265	27.6
9617	283.29	-46.62	47.9	265	27.7
9620	283.13	-46.64	47.5	265	27.7
9624	282.96	-46.64	47.1	265	27.7
9628	282.79	-46.63	46.8	265	27.8
9633	282.61	-46.61	46.4	265	27.8
9637	282.43	-46.60	46.0	265	27.8
9641	282.24	-46.61	45.8	265	27.9
9645	282.06	-46.63	45.7	265	27.9
9650	281.89	-46.66	45.7	265	27.9
9654	281.71	-46.68	45.9	265	27.9
9658	281.53	-46.71	46.2	265	28.0
9662	281.35	-46.75	46.5	265	28.0
9667	281.16	-46.78	46.8	265	28.0
9671	280.98	-46.82	47.1	265	28.0
9675	280.80	-46.85	47.4	265	28.0
9679	280.63	-46.89	47.7	265	28.0
9683	280.48	-46.93	47.9	265	28.0
9686	280.33	-46.96	48.1	265	28.0
9690	280.18	-46.99	48.3	265	27.9
9694	280.01	-47.03	48.4	265	27.9
9698	279.82	-47.06	48.5	265	27.9
9702	279.65	-47.10	48.6	265	27.9
9706	279.48	-47.12	48.6	265	27.8
9710	279.31	-47.15	48.5	265	27.8
9714	279.14	-47.17	48.3	266	27.8
9719	278.97	-47.19	48.1	266	27.7
9723	278.80	-47.23	47.9	266	27.7
9727	278.63	-47.26	47.7	266	27.7
9731	278.46	-47.29	47.5	266	27.6
9735	278.29	-47.33	47.3	266	27.6
9738	278.13	-47.36	47.1	266	27.5
9742	277.97	-47.39	46.9	266	27.5
9746	277.80	-47.42	46.8	266	27.4
9750	277.63	-47.45	46.6	266	27.4
9754	277.47	-47.48	46.5	266	27.3
9758	277.30	-47.51	46.4	267	27.3
9762	277.14	-47.54	46.3	267	27.2
9766	276.99	-47.57	46.2	267	27.2
9769	276.82	-47.60	46.0	267	27.1
9774	276.65	-47.63	45.7	267	27.1
9778	276.48	-47.66	45.2	267	27.1
9782	276.30	-47.68	44.6	267	27.0
9786	276.12	-47.69	43.8	267	27.0
9790	275.95	-47.70	42.9	267	26.9
9795	275.77	-47.71	42.0	267	26.9
9799	275.60	-47.71	41.2	268	26.8
9803	275.42	-47.72	40.5	268	26.8
9807	275.24	-47.74	40.0	268	26.8
9812	275.06	-47.76	39.8	268	26.7
9816	274.88	-47.79	39.8	268	26.7
9820	274.70	-47.83	40.2	268	26.7
9825	274.52	-47.86	40.7	268	26.6
9829	274.34	-47.89	41.3	268	26.6
9833	274.17	-47.92	42.0	268	26.6
9837	274.00	-47.95	42.7	268	26.6
9841	273.83	-47.99	43.4	268	26.5
9845	273.67	-48.02	43.9	268	26.5
9849	273.52	-48.06	44.2	268	26.5
9853	273.36	-48.09	44.4	268	26.5
9857	273.19	-48.13	44.4	269	26.5
9861	273.01	-48.15	44.2	269	26.4
9865	272.85	-48.16	43.9	269	26.4
9869	272.68	-48.16	43.5	269	26.4
9873	272.52	-48.17	43.0	269	26.4
9877	272.34	-48.18	42.5	269	26.4
9881	272.17	-48.20	42.1	269	26.3
9886	271.99	-48.22	41.8	269	26.3
