/* DATA DESCRIPTION:
THIS IS PRELIMINARY RAW DATA! DO NOT USE IN PUBLICATIONS!
FOR PUBLICATIONS VISIT WWW.PANGAEA.DE TO FIND THE VALIDATED DATASET!
Institution: Alfred Wegener Institut, Helmholtz Center for Polar and Marine Research
Station name: DBLK
WMO ID: 00067
PI: Holger Schmithüsen [holger.schmithuesen@awi.de]
Operator: Juliane Hempelt
Cruise: PS113


Coverage:	LATITUDE: -19.66389 * LONGITUDE: -33.65251
	DATE/TIME START: 2018-05-19T11:10:13 * DATE/TIME END: 2018-05-19T12:45:55
	MINIMUM ALTITUDE: 10m * MAXIMUM ALTITUDE: 31196m
*/
Altitude [m]	PPPP [hPa]	TTT [°C]	RH [%]	dd [deg]	ff [m/s]
8060	375.04	-22.02	51.2	290	20.2
8067	374.70	-22.06	50.3	291	20.2
8074	374.35	-22.11	49.7	291	20.2
8081	374.01	-22.17	49.5	291	20.3
8087	373.70	-22.21	49.5	291	20.3
8093	373.40	-22.24	49.8	291	20.3
8099	373.09	-22.28	50.2	291	20.3
8105	372.76	-22.34	50.7	291	20.3
8112	372.44	-22.40	51.1	291	20.3
8117	372.14	-22.46	51.3	291	20.3
8123	371.87	-22.52	51.3	291	20.3
8128	371.59	-22.59	51.2	291	20.4
8134	371.30	-22.64	50.9	291	20.4
8140	370.98	-22.68	50.3	290	20.4
8147	370.66	-22.70	49.3	290	20.4
8153	370.36	-22.72	48.0	290	20.4
8159	370.06	-22.74	46.8	290	20.4
8165	369.73	-22.76	45.8	290	20.4
8172	369.37	-22.78	45.1	290	20.4
8180	368.99	-22.81	44.6	290	20.4
8187	368.63	-22.84	44.1	290	20.3
8193	368.33	-22.88	43.8	290	20.3
8198	368.08	-22.92	43.8	289	20.3
8203	367.82	-22.97	44.0	289	20.3
8209	367.50	-23.04	44.4	289	20.3
8217	367.13	-23.13	44.6	289	20.2
8224	366.78	-23.21	44.8	289	20.2
8230	366.48	-23.26	44.9	289	20.2
8235	366.24	-23.29	45.0	289	20.1
8239	366.00	-23.33	45.1	289	20.1
8245	365.72	-23.37	45.3	289	20.1
8251	365.39	-23.42	45.5	288	20.1
8258	365.08	-23.48	45.5	288	20.0
8263	364.81	-23.54	45.5	288	20.0
8268	364.56	-23.56	45.4	288	20.0
8274	364.29	-23.56	45.1	288	20.0
8280	363.98	-23.58	44.4	288	20.0
8287	363.65	-23.63	43.4	288	20.0
8293	363.32	-23.69	42.6	288	20.0
8299	363.01	-23.76	42.1	287	20.0
8306	362.70	-23.81	41.9	287	20.0
8313	362.34	-23.84	41.7	287	20.0
8320	361.96	-23.91	41.4	287	20.0
8328	361.59	-24.01	41.3	287	20.1
8335	361.26	-24.11	41.5	286	20.1
8340	361.00	-24.16	41.8	286	20.1
8344	360.78	-24.19	42.0	286	20.2
8349	360.57	-24.21	42.2	286	20.2
8353	360.34	-24.24	42.4	286	20.3
8358	360.12	-24.29	42.5	285	20.3
8362	359.88	-24.35	42.5	285	20.3
8368	359.63	-24.40	42.5	285	20.4
8373	359.35	-24.45	42.7	285	20.4
8379	359.05	-24.50	42.9	285	20.4
8386	358.73	-24.56	43.2	285	20.5
8393	358.36	-24.64	43.4	284	20.5
8401	358.00	-24.72	43.6	284	20.5
8407	357.69	-24.79	43.8	284	20.5
8412	357.44	-24.85	44.0	284	20.5
8417	357.20	-24.90	44.2	284	20.4
8422	356.95	-24.94	44.4	284	20.4
8428	356.66	-24.97	44.7	284	20.4
8435	356.32	-25.02	44.9	284	20.3
8442	355.96	-25.09	45.2	284	20.2
8449	355.63	-25.16	45.5	284	20.2
8454	355.37	-25.21	45.7	284	20.1
8458	355.16	-25.24	45.8	285	20.0
8462	354.98	-25.26	46.0	285	19.9
8466	354.78	-25.31	46.1	285	19.8
8471	354.54	-25.39	46.3	285	19.7
8476	354.30	-25.47	46.4	285	19.5
8480	354.09	-25.50	46.4	285	19.4
8484	353.90	-25.52	46.4	285	19.3
8488	353.71	-25.54	46.4	285	19.2
8492	353.52	-25.58	46.5	285	19.1
8496	353.32	-25.62	46.6	285	19.0
8501	353.10	-25.68	46.8	284	18.9
8505	352.87	-25.75	47.0	284	18.9
8511	352.59	-25.80	47.2	284	18.8
8517	352.28	-25.84	47.3	284	18.7
8525	351.94	-25.88	47.2	284	18.7
8531	351.61	-25.95	46.9	284	18.7
8537	351.32	-26.00	46.3	283	18.7
8542	351.07	-26.05	45.3	283	18.7
8548	350.82	-26.09	44.0	283	18.7
8553	350.53	-26.14	43.2	282	18.7
8560	350.24	-26.18	43.1	282	18.8
8565	349.96	-26.20	43.4	282	18.8
8571	349.69	-26.22	43.7	282	18.9
8577	349.38	-26.27	43.9	281	19.0
8584	349.06	-26.34	44.0	281	19.1
8591	348.73	-26.41	44.1	281	19.2
8598	348.39	-26.48	44.0	281	19.3
8605	348.04	-26.57	43.8	280	19.4
8612	347.71	-26.65	43.6	280	19.4
8618	347.41	-26.72	43.6	280	19.5
8624	347.15	-26.77	43.8	280	19.6
8629	346.88	-26.81	44.2	279	19.7
8636	346.58	-26.83	44.5	279	19.8
8643	346.24	-26.87	44.7	279	19.8
8650	345.89	-26.90	44.6	278	19.9
8656	345.57	-26.94	44.5	278	19.9
8662	345.30	-26.97	44.5	278	19.9
8668	345.03	-27.03	44.8	277	19.9
8674	344.71	-27.12	45.3	277	19.9
8682	344.34	-27.22	45.7	276	19.9
8690	343.96	-27.30	45.9	276	19.9
8698	343.60	-27.35	45.8	276	19.8
8705	343.25	-27.41	45.4	275	19.8
8712	342.91	-27.48	44.8	275	19.8
8719	342.59	-27.55	43.6	274	19.7
8725	342.28	-27.61	42.1	274	19.7
8731	341.99	-27.67	41.1	273	19.7
8738	341.70	-27.73	41.0	273	19.6
8744	341.40	-27.80	41.6	272	19.6
8750	341.11	-27.85	42.3	272	19.6
8756	340.84	-27.88	42.7	271	19.5
8761	340.60	-27.92	42.6	271	19.5
8765	340.37	-27.96	42.3	270	19.5
8771	340.13	-28.00	41.8	270	19.6
8776	339.89	-28.05	41.4	270	19.6
8781	339.64	-28.09	40.9	269	19.6
8786	339.39	-28.14	40.6	269	19.7
8792	339.11	-28.19	40.2	269	19.7
8798	338.81	-28.26	40.0	269	19.8
8805	338.50	-28.34	39.9	269	19.8
8812	338.16	-28.39	39.7	269	19.9
8819	337.82	-28.43	39.1	269	20.0
8826	337.51	-28.47	37.9	269	20.1
8832	337.24	-28.50	36.0	269	20.2
8837	336.99	-28.51	33.5	269	20.2
8842	336.74	-28.50	30.1	269	20.3
8848	336.50	-28.49	26.6	269	20.4
8853	336.26	-28.47	23.9	269	20.5
8858	336.03	-28.46	22.7	269	20.6
8862	335.81	-28.45	22.7	269	20.7
8867	335.58	-28.46	23.0	269	20.7
8872	335.34	-28.48	23.1	270	20.8
8878	335.07	-28.49	22.9	270	20.9
8884	334.79	-28.50	22.8	270	20.9
8890	334.50	-28.52	22.7	270	21.0
8897	334.18	-28.56	22.8	270	21.1
8905	333.83	-28.60	22.8	270	21.1
8912	333.48	-28.64	22.7	270	21.2
8919	333.14	-28.69	22.5	270	21.2
8926	332.83	-28.72	22.2	270	21.3
8932	332.55	-28.75	22.1	270	21.3
8938	332.28	-28.80	22.0	270	21.3
8944	332.00	-28.87	21.9	270	21.4
8950	331.72	-28.94	21.7	270	21.4
8956	331.45	-28.98	21.5	270	21.5
8961	331.20	-29.00	21.2	270	21.5
8966	330.98	-29.02	20.9	270	21.6
8971	330.76	-29.05	20.6	270	21.6
8976	330.52	-29.09	20.2	270	21.7
8981	330.27	-29.11	19.9	270	21.7
8987	330.02	-29.13	19.7	270	21.8
8992	329.77	-29.14	19.6	270	21.8
8997	329.53	-29.17	19.5	270	21.9
9002	329.30	-29.20	19.5	270	21.9
9007	329.07	-29.23	19.4	270	22.0
9012	328.85	-29.24	19.2	270	22.0
9017	328.61	-29.25	18.8	270	22.1
9022	328.38	-29.26	18.3	270	22.1
9027	328.14	-29.27	17.7	270	22.2
9033	327.89	-29.27	17.2	270	22.2
9039	327.63	-29.27	16.7	270	22.3
9044	327.37	-29.27	16.3	271	22.3
9050	327.10	-29.27	16.0	271	22.4
9056	326.83	-29.28	15.9	271	22.4
9062	326.55	-29.29	15.9	271	22.5
9068	326.27	-29.33	16.1	271	22.5
9074	325.99	-29.38	16.2	271	22.6
9080	325.74	-29.42	16.4	271	22.6
9085	325.49	-29.46	16.5	271	22.6
9091	325.24	-29.51	16.6	271	22.7
9096	324.98	-29.57	16.6	271	22.7
9102	324.73	-29.63	16.7	271	22.7
9108	324.48	-29.68	16.8	271	22.8
9113	324.23	-29.72	16.8	271	22.8
9118	323.99	-29.76	16.9	271	22.8
9123	323.76	-29.80	16.9	271	22.8
9129	323.52	-29.84	17.0	271	22.8
9134	323.28	-29.90	17.0	271	22.9
9139	323.04	-29.95	17.1	271	22.9
9145	322.80	-29.99	17.2	271	22.9
9150	322.55	-30.02	17.4	271	22.9
9156	322.29	-30.06	17.6	271	22.9
9162	322.02	-30.11	17.8	271	22.9
9168	321.75	-30.17	18.0	271	22.9
9173	321.50	-30.21	18.1	271	22.9
9178	321.26	-30.26	18.3	271	22.9
9184	321.01	-30.31	18.5	271	22.9
9190	320.73	-30.38	18.6	270	22.9
9196	320.45	-30.44	18.7	270	22.9
9203	320.17	-30.49	18.8	270	22.9
9209	319.91	-30.53	18.8	270	22.9
9214	319.66	-30.55	18.9	270	22.9
9219	319.44	-30.59	18.9	270	22.9
9224	319.21	-30.64	19.0	270	22.9
9229	318.97	-30.71	19.1	270	23.0
9235	318.70	-30.80	19.2	270	23.0
9241	318.42	-30.86	19.3	270	23.0
9247	318.16	-30.89	19.4	270	23.0
9253	317.91	-30.91	19.5	270	23.1
9258	317.67	-30.95	19.6	270	23.1
9264	317.43	-31.02	19.7	269	23.2
9269	317.18	-31.09	19.8	269	23.2
9275	316.94	-31.17	19.9	269	23.3
9280	316.68	-31.24	20.0	269	23.3
9286	316.43	-31.30	20.1	269	23.4
9292	316.16	-31.36	20.2	269	23.4
9298	315.89	-31.43	20.4	269	23.5
9304	315.62	-31.49	20.5	269	23.5
9310	315.36	-31.54	20.7	269	23.6
9316	315.10	-31.59	20.8	269	23.7
9322	314.81	-31.65	21.0	269	23.7
9330	314.49	-31.73	21.2	269	23.8
9338	314.13	-31.80	21.5	269	23.8
9346	313.78	-31.86	21.8	268	23.9
9353	313.47	-31.91	22.0	268	24.0
9358	313.23	-31.95	22.1	268	24.0
9362	313.05	-32.01	22.2	269	24.1
9365	312.90	-32.06	22.2	269	24.1
9369	312.73	-32.11	22.2	269	24.2
9374	312.53	-32.15	22.3	269	24.2
9378	312.33	-32.19	22.4	269	24.3
9383	312.13	-32.25	22.5	269	24.3
9387	311.93	-32.30	22.6	269	24.3
9392	311.72	-32.34	22.6	269	24.4
9397	311.50	-32.38	22.6	269	24.4
9402	311.29	-32.41	22.7	269	24.4
9406	311.09	-32.46	22.8	269	24.5
9411	310.88	-32.52	22.9	270	24.5
9416	310.67	-32.59	23.0	270	24.5
9421	310.44	-32.62	23.0	270	24.6
9426	310.21	-32.64	23.1	270	24.6
9432	309.94	-32.66	23.3	270	24.6
9439	309.64	-32.72	23.6	270	24.6
9447	309.31	-32.81	24.0	270	24.6
9454	308.98	-32.92	24.4	270	24.6
9461	308.67	-33.03	24.7	270	24.6
9467	308.41	-33.12	24.9	270	24.6
9472	308.19	-33.18	25.0	271	24.6
9477	307.97	-33.22	25.2	271	24.6
9482	307.76	-33.25	25.2	271	24.6
9487	307.55	-33.29	25.2	271	24.6
9491	307.37	-33.31	25.1	271	24.6
9495	307.21	-33.34	25.0	271	24.5
9499	307.03	-33.37	24.9	271	24.5
9503	306.84	-33.42	24.8	271	24.5
9507	306.64	-33.48	24.8	271	24.5
9512	306.44	-33.52	24.9	271	24.4
9517	306.24	-33.55	25.0	271	24.4
9521	306.04	-33.58	25.1	271	24.4
9526	305.85	-33.61	25.2	271	24.3
9530	305.66	-33.65	25.3	271	24.3
9535	305.45	-33.71	25.4	271	24.3
9540	305.24	-33.76	25.5	271	24.3
9544	305.04	-33.81	25.6	271	24.3
9549	304.84	-33.87	25.7	271	24.2
9554	304.63	-33.93	25.8	270	24.2
9559	304.41	-33.98	26.0	270	24.2
9563	304.20	-34.01	26.1	270	24.2
9568	304.01	-34.03	26.2	270	24.2
9572	303.81	-34.07	26.3	270	24.3
9577	303.62	-34.13	26.4	270	24.3
9582	303.42	-34.19	26.5	270	24.3
9586	303.22	-34.24	26.6	270	24.3
9590	303.03	-34.27	26.7	270	24.4
9595	302.84	-34.30	26.8	270	24.4
9600	302.64	-34.36	27.0	270	24.4
9605	302.42	-34.42	27.2	270	24.5
9610	302.19	-34.47	27.4	270	24.5
9615	301.96	-34.50	27.5	270	24.6
9621	301.72	-34.55	27.7	270	24.6
9626	301.48	-34.62	27.9	270	24.7
9632	301.25	-34.69	28.1	269	24.7
9637	301.01	-34.74	28.2	269	24.7
9643	300.78	-34.77	28.3	269	24.8
9648	300.53	-34.81	28.4	269	24.8
9654	300.28	-34.85	28.4	269	24.8
9660	300.04	-34.88	28.5	269	24.9
9665	299.81	-34.93	28.6	269	24.9
9670	299.58	-34.98	28.8	269	24.9
9675	299.37	-35.03	29.0	269	25.0
9680	299.15	-35.08	29.0	269	25.0
9685	298.94	-35.13	29.0	269	25.0
9690	298.73	-35.16	28.9	269	25.0
9695	298.53	-35.18	28.8	269	25.1
9699	298.34	-35.19	28.7	269	25.1
9704	298.16	-35.23	28.6	269	25.1
9708	297.97	-35.28	28.6	269	25.1
9713	297.78	-35.34	28.7	269	25.1
9717	297.58	-35.39	28.7	268	25.1
9722	297.39	-35.42	28.7	268	25.1
9726	297.20	-35.44	28.7	268	25.1
9730	297.03	-35.45	28.8	269	25.1
9734	296.85	-35.49	28.9	269	25.1
9738	296.68	-35.53	29.0	269	25.2
9742	296.51	-35.58	29.2	269	25.2
9746	296.34	-35.63	29.3	269	25.2
9750	296.16	-35.66	29.5	269	25.2
9755	295.97	-35.69	29.6	269	25.2
9759	295.79	-35.73	29.8	269	25.2
9763	295.61	-35.78	30.0	269	25.2
9767	295.43	-35.82	30.2	269	25.2
9772	295.25	-35.86	30.4	269	25.3
9776	295.07	-35.90	30.6	269	25.3
9780	294.88	-35.95	30.8	269	25.3
9785	294.69	-36.01	30.9	269	25.3
9789	294.51	-36.05	30.9	269	25.3
9794	294.32	-36.09	31.0	269	25.4
9798	294.15	-36.13	31.1	269	25.4
9802	293.97	-36.17	31.2	269	25.4
9806	293.79	-36.21	31.4	269	25.4
9811	293.60	-36.26	31.6	269	25.5
9815	293.42	-36.32	31.7	269	25.5
9819	293.25	-36.36	31.9	269	25.5
9823	293.09	-36.39	32.0	269	25.6
9827	292.93	-36.43	32.2	269	25.6
9831	292.75	-36.47	32.4	269	25.6
9835	292.56	-36.52	32.5	269	25.6
9840	292.36	-36.56	32.7	269	25.7
9845	292.15	-36.61	32.9	269	25.7
9850	291.92	-36.67	33.1	269	25.7
9855	291.71	-36.72	33.3	269	25.7
9860	291.51	-36.75	33.5	269	25.8
9865	291.32	-36.80	33.6	269	25.8
9870	291.10	-36.86	33.8	269	25.8
9875	290.89	-36.92	34.0	269	25.8
9880	290.69	-36.94	34.1	269	25.9
9884	290.50	-36.96	34.2	269	25.9
9889	290.29	-37.00	34.3	270	25.9
9895	290.06	-37.05	34.5	270	25.9
9900	289.84	-37.11	34.7	270	25.9
9905	289.63	-37.15	34.9	270	25.9
9910	289.43	-37.18	34.9	270	26.0
9915	289.22	-37.23	34.9	270	26.0
9920	288.98	-37.30	34.9	270	26.0
9926	288.73	-37.36	34.7	270	26.0
9932	288.49	-37.40	34.5	270	26.0
9938	288.25	-37.43	34.2	270	26.0
9943	288.02	-37.48	34.0	270	26.1
9949	287.80	-37.54	33.9	270	26.1
9954	287.57	-37.59	33.9	270	26.1
9960	287.34	-37.64	34.0	270	26.1
9965	287.12	-37.68	34.2	270	26.2
9970	286.91	-37.70	34.3	270	26.2
9975	286.71	-37.72	34.4	270	26.2
9979	286.53	-37.75	34.5	270	26.2
9983	286.36	-37.79	34.5	270	26.3
9988	286.18	-37.85	34.5	270	26.3
9992	285.99	-37.92	34.4	270	26.4
9996	285.81	-37.97	34.3	270	26.4
10001	285.63	-38.01	34.1	270	26.4
10005	285.44	-38.04	33.8	270	26.5
10009	285.27	-38.05	33.6	270	26.5
10013	285.11	-38.07	33.6	271	26.6
10018	284.92	-38.08	33.7	271	26.6
10023	284.72	-38.10	33.9	271	26.7
10028	284.51	-38.13	34.1	271	26.7
10033	284.30	-38.17	34.2	271	26.8
10038	284.09	-38.23	34.3	271	26.8
10043	283.87	-38.29	34.3	271	26.9
10048	283.66	-38.33	34.4	271	26.9
10054	283.44	-38.38	34.4	271	27.0
10059	283.21	-38.41	34.4	271	27.1
10065	282.99	-38.43	34.4	271	27.1
10070	282.77	-38.47	34.3	271	27.2
10075	282.56	-38.52	34.1	271	27.3
10081	282.33	-38.56	33.9	271	27.3
10086	282.09	-38.61	33.7	271	27.4
10092	281.85	-38.67	33.6	270	27.5
10098	281.63	-38.72	33.4	270	27.5
10103	281.41	-38.72	33.2	270	27.6
10109	281.19	-38.71	32.9	270	27.7
10114	280.94	-38.71	32.6	270	27.7
10121	280.69	-38.75	32.2	270	27.8
10126	280.46	-38.84	31.9	270	27.9
10132	280.24	-38.92	31.6	270	28.0
10137	280.01	-38.95	31.2	270	28.0
10143	279.76	-38.93	30.4	270	28.1
10149	279.52	-38.90	29.5	270	28.1
10155	279.28	-38.89	28.6	270	28.2
10161	279.06	-38.90	27.8	270	28.3
10166	278.83	-38.92	27.3	270	28.3
10172	278.58	-38.96	26.8	269	28.4
10179	278.33	-39.01	26.4	269	28.4
10185	278.08	-39.04	26.1	269	28.5
10191	277.81	-39.06	25.9	269	28.5
10198	277.54	-39.07	25.5	270	28.5
10205	277.27	-39.09	25.0	270	28.6
10211	277.01	-39.12	24.2	270	28.6
10218	276.74	-39.14	23.3	270	28.6
10224	276.50	-39.16	22.4	270	28.6
10230	276.26	-39.20	21.7	270	28.6
10235	276.04	-39.25	21.4	270	28.6
10241	275.81	-39.29	21.3	270	28.6
10247	275.57	-39.33	21.5	270	28.6
10253	275.31	-39.38	21.7	270	28.6
10260	275.03	-39.43	22.0	271	28.6
10267	274.75	-39.47	22.2	271	28.6
10274	274.48	-39.52	22.2	271	28.6
10281	274.21	-39.56	21.9	271	28.6
10288	273.94	-39.62	21.3	271	28.6
10294	273.68	-39.67	20.5	271	28.6
10300	273.43	-39.71	19.4	272	28.6
10306	273.18	-39.72	17.8	272	28.6
10313	272.93	-39.72	15.7	272	28.5
10319	272.69	-39.70	13.5	272	28.5
10324	272.47	-39.69	11.7	272	28.5
10329	272.26	-39.68	10.6	272	28.5
10334	272.06	-39.66	10.0	272	28.5
10340	271.86	-39.66	9.8	272	28.5
10345	271.66	-39.68	9.9	272	28.5
10350	271.45	-39.72	10.2	272	28.5
10355	271.23	-39.77	10.6	272	28.5
10361	271.00	-39.79	10.9	272	28.5
10367	270.78	-39.78	11.0	272	28.5
10372	270.57	-39.75	11.2	272	28.5
10377	270.37	-39.74	11.3	272	28.6
10383	270.15	-39.76	11.4	272	28.6
10388	269.93	-39.78	11.5	272	28.6
10394	269.68	-39.78	11.7	272	28.6
10401	269.43	-39.75	11.8	272	28.7
10407	269.17	-39.78	11.9	272	28.7
10413	268.94	-39.85	11.9	272	28.8
10419	268.70	-39.94	11.9	272	28.8
10425	268.47	-40.02	11.8	272	28.9
10431	268.22	-40.08	11.6	272	28.9
10437	268.00	-40.13	11.5	272	29.0
10442	267.80	-40.18	11.5	272	29.0
10447	267.62	-40.23	11.5	272	29.1
10452	267.42	-40.27	11.7	272	29.2
10457	267.22	-40.31	12.0	271	29.2
10462	267.01	-40.35	12.4	271	29.3
10468	266.79	-40.39	12.6	271	29.4
10474	266.57	-40.42	12.7	271	29.5
10480	266.34	-40.43	12.4	271	29.5
10485	266.11	-40.43	12.0	271	29.6
10491	265.88	-40.47	11.6	271	29.7
10497	265.66	-40.54	11.3	271	29.8
10502	265.47	-40.58	11.1	271	29.8
10506	265.30	-40.62	10.9	271	29.9
10511	265.13	-40.68	10.8	271	30.0
10515	264.95	-40.74	10.8	271	30.1
10520	264.76	-40.79	10.9	271	30.2
10525	264.56	-40.84	11.2	271	30.2
10531	264.35	-40.89	11.6	271	30.3
10536	264.15	-40.94	12.0	270	30.4
10541	263.94	-40.99	12.3	270	30.5
10546	263.74	-41.04	12.6	270	30.6
10551	263.54	-41.08	12.9	270	30.6
10557	263.34	-41.11	13.1	270	30.7
10562	263.13	-41.17	13.4	270	30.8
10568	262.91	-41.25	13.8	270	30.9
10573	262.70	-41.31	14.1	270	30.9
10578	262.49	-41.35	14.5	270	31.0
10584	262.28	-41.38	14.9	270	31.1
10590	262.06	-41.42	15.3	270	31.1
10595	261.84	-41.49	15.8	270	31.2
10601	261.62	-41.58	16.4	270	31.2
10606	261.41	-41.64	16.9	270	31.3
10612	261.21	-41.67	17.3	270	31.4
10617	261.00	-41.71	17.6	270	31.4
10623	260.78	-41.77	17.8	270	31.5
10628	260.56	-41.83	17.9	270	31.5
10634	260.35	-41.87	17.9	270	31.5
10639	260.16	-41.91	18.0	270	31.6
10644	259.95	-41.96	18.0	270	31.6
10650	259.74	-42.00	17.9	270	31.6
10656	259.51	-42.04	17.8	270	31.7
10662	259.28	-42.10	17.8	269	31.7
10668	259.05	-42.15	17.8	269	31.7
10674	258.81	-42.20	17.8	269	31.7
10680	258.57	-42.26	17.9	269	31.7
10686	258.34	-42.32	18.0	269	31.8
10693	258.10	-42.37	18.2	269	31.8
10699	257.87	-42.41	18.4	269	31.8
10705	257.63	-42.46	18.7	269	31.8
10711	257.40	-42.52	19.0	269	31.8
10717	257.16	-42.60	19.3	269	31.7
10724	256.91	-42.69	19.6	269	31.7
10730	256.68	-42.76	19.9	269	31.7
10736	256.45	-42.82	20.1	269	31.7
10742	256.22	-42.86	20.3	269	31.7
10748	255.98	-42.88	20.4	268	31.7
10754	255.75	-42.93	20.6	268	31.7
10760	255.52	-42.99	20.8	268	31.7
10767	255.29	-43.05	21.0	268	31.7
10773	255.04	-43.08	21.3	268	31.7
10780	254.78	-43.09	21.7	268	31.7
10786	254.54	-43.12	22.1	268	31.7
10793	254.30	-43.18	22.4	268	31.6
10799	254.07	-43.26	22.8	268	31.7
10805	253.84	-43.35	23.1	268	31.7
10811	253.62	-43.39	23.3	268	31.7
10816	253.41	-43.39	23.4	269	31.7
10821	253.22	-43.39	23.4	269	31.7
10827	253.03	-43.42	23.4	269	31.7
10832	252.83	-43.46	23.3	269	31.7
10837	252.63	-43.51	23.1	269	31.7
10842	252.44	-43.55	23.0	269	31.7
10847	252.25	-43.61	22.7	269	31.8
10853	252.05	-43.69	22.4	269	31.8
10858	251.83	-43.76	22.0	269	31.8
10864	251.62	-43.79	21.4	269	31.8
10869	251.41	-43.80	20.6	269	31.8
10875	251.22	-43.81	19.7	269	31.9
10880	251.02	-43.82	19.0	269	31.9
10885	250.84	-43.83	18.5	269	31.9
10890	250.66	-43.84	18.2	269	31.9
10895	250.48	-43.87	18.0	269	31.9
10900	250.27	-43.92	18.0	269	31.9
10906	250.06	-43.98	18.1	269	31.9
10911	249.85	-44.03	18.2	269	31.9
10917	249.65	-44.08	18.3	269	31.9
10922	249.47	-44.11	18.4	269	31.9
10926	249.29	-44.14	18.4	268	31.9
10931	249.12	-44.18	18.3	268	31.9
10936	248.94	-44.23	18.2	268	31.9
10940	248.77	-44.28	18.1	268	31.9
10945	248.59	-44.33	17.9	268	31.8
10950	248.42	-44.37	17.8	268	31.8
10954	248.25	-44.40	17.7	268	31.8
10959	248.08	-44.44	17.6	268	31.8
10963	247.91	-44.50	17.5	268	31.8
10968	247.74	-44.55	17.5	268	31.8
10973	247.57	-44.59	17.4	268	31.7
10978	247.39	-44.61	17.3	268	31.7
10982	247.22	-44.64	17.3	268	31.7
10987	247.06	-44.68	17.3	268	31.7
10991	246.89	-44.73	17.2	268	31.7
10996	246.70	-44.80	17.2	268	31.7
11002	246.50	-44.85	17.3	268	31.7
11007	246.30	-44.86	17.3	268	31.6
11012	246.12	-44.87	17.4	269	31.6
11017	245.93	-44.89	17.4	269	31.6
11022	245.74	-44.94	17.4	269	31.6
11028	245.54	-45.00	17.4	269	31.6
11033	245.35	-45.05	17.4	269	31.6
11038	245.18	-45.08	17.4	269	31.6
11042	245.01	-45.10	17.5	269	31.6
11047	244.82	-45.12	17.5	269	31.5
11052	244.63	-45.18	17.6	269	31.5
11058	244.44	-45.28	17.7	269	31.5
11063	244.26	-45.35	17.8	269	31.5
11068	244.08	-45.38	17.8	269	31.5
11072	243.91	-45.39	17.9	270	31.5
11077	243.72	-45.41	17.9	270	31.4
11083	243.53	-45.46	18.0	270	31.4
11088	243.34	-45.52	18.1	270	31.4
11093	243.16	-45.59	18.1	270	31.4
11097	242.99	-45.65	18.2	270	31.4
11102	242.83	-45.72	18.2	270	31.4
11106	242.67	-45.77	18.3	270	31.4
11111	242.49	-45.80	18.4	270	31.3
11116	242.31	-45.81	18.5	270	31.3
11121	242.13	-45.82	18.6	270	31.3
11126	241.97	-45.85	18.8	270	31.3
11130	241.80	-45.90	19.0	270	31.3
11135	241.62	-45.96	19.2	270	31.3
11140	241.44	-46.00	19.4	270	31.3
11145	241.27	-46.03	19.6	270	31.3
11149	241.10	-46.04	19.8	270	31.3
11154	240.93	-46.06	20.0	270	31.3
11159	240.76	-46.09	20.2	270	31.3
11163	240.59	-46.14	20.4	270	31.3
11168	240.42	-46.21	20.5	270	31.3
11173	240.26	-46.28	20.6	270	31.4
11177	240.10	-46.35	20.7	270	31.4
11182	239.93	-46.42	20.8	270	31.4
11187	239.75	-46.47	20.9	270	31.4
11192	239.57	-46.52	20.9	270	31.5
11197	239.38	-46.58	21.0	270	31.5
11202	239.18	-46.64	21.1	270	31.5
11208	238.98	-46.72	21.2	270	31.6
11213	238.79	-46.79	21.2	269	31.6
11218	238.62	-46.84	21.3	269	31.6
11223	238.45	-46.88	21.4	269	31.7
11228	238.27	-46.91	21.5	269	31.7
11233	238.09	-46.93	21.6	269	31.7
11237	237.92	-46.95	21.7	269	31.8
11242	237.75	-46.97	21.8	269	31.8
11247	237.58	-47.00	22.0	269	31.8
11252	237.40	-47.03	22.1	269	31.9
11257	237.23	-47.06	22.3	269	31.9
11262	237.05	-47.10	22.4	269	31.9
11267	236.87	-47.16	22.6	269	32.0
11272	236.68	-47.22	22.7	269	32.0
11278	236.48	-47.29	22.9	269	32.0
11283	236.28	-47.35	23.1	269	32.0
11289	236.07	-47.40	23.2	269	32.0
11295	235.86	-47.43	23.4	269	32.0
11301	235.65	-47.46	23.6	269	32.0
11306	235.45	-47.50	23.7	269	32.1
11312	235.26	-47.56	23.8	269	32.1
11317	235.06	-47.61	23.9	269	32.1
11323	234.86	-47.66	24.0	269	32.1
11329	234.66	-47.71	24.0	269	32.1
11334	234.46	-47.76	24.0	269	32.1
11340	234.26	-47.81	24.1	269	32.2
11346	234.05	-47.86	24.1	269	32.2
11352	233.82	-47.93	24.2	269	32.2
11359	233.59	-47.99	24.3	269	32.2
11365	233.38	-48.03	24.5	269	32.3
11370	233.19	-48.04	24.5	269	32.3
11376	232.99	-48.05	24.6	269	32.4
11381	232.80	-48.10	24.6	269	32.4
11387	232.61	-48.17	24.6	269	32.4
11392	232.42	-48.25	24.6	269	32.5
11397	232.24	-48.32	24.6	269	32.5
11402	232.06	-48.38	24.7	269	32.6
11407	231.89	-48.45	24.8	269	32.6
11412	231.71	-48.50	25.1	269	32.7
11417	231.53	-48.54	25.4	269	32.7
11422	231.37	-48.59	25.8	269	32.8
11426	231.20	-48.65	26.2	270	32.8
